timestamp,open,high,low,close,volume
1751328000000,29990.621765061158,30005.23091669473,29973.0602216729,29990.621765061158,109.49012895874863
1751328300000,29990.621765061158,29989.281055366824,29951.666002302863,29973.788188437116,120.22533583773048
1751328600000,29973.788188437116,29972.8671672519,29946.50591132091,29967.083716012326,24.55596366481145
1751328900000,29967.083716012326,29950.567270140287,29919.7332615704,29930.539641784642,180.00491419720936
1751329200000,29930.539641784642,29948.97207104777,29927.03306615529,29932.61813967393,170.30219706715667
1751329500000,29932.61813967393,29942.968770842363,29921.79073363416,29929.054318692615,41.83703148707257
1751329800000,29929.054318692615,29949.32265899891,29915.692662220667,29932.89635749435,160.3330693651098
1751330100000,29932.89635749435,29936.07502084223,29910.710047821744,29917.0549670992,53.910720910474126
1751330400000,29917.0549670992,29938.20065784897,29910.35063861662,29928.149748574935,25.851566526440728
1751330700000,29928.149748574935,29941.670831487267,29921.864341114666,29931.11682219204,137.77148748836896
1751331000000,29931.11682219204,29938.998501034064,29911.832167693967,29919.156061717847,188.46492739268538
1751331300000,29919.156061717847,29945.437893441573,29918.59456683134,29938.38116003509,30.624862399554967
1751331600000,29938.38116003509,29958.470620227756,29938.375303871835,29950.326693198538,38.37132696877129
1751331900000,29950.326693198538,30037.818391695575,29991.261249587344,30013.16664023474,163.19044056138156
1751332200000,30013.16664023474,30070.2539928143,30041.16535626922,30060.7619651727,134.93842606787717
1751332500000,30060.7619651727,30057.89046255643,30037.61403487775,30049.21666211024,130.04623906212242
1751332800000,30049.21666211024,30099.49036024293,30069.084455098357,30083.811013746155,20.072724024959157
1751333100000,30083.811013746155,30130.70338148589,30104.762597162156,30114.55850209594,69.49970382324992
1751333400000,30114.55850209594,30128.840391777227,30105.579554437332,30119.900494272133,197.0303677782531
1751333700000,30119.900494272133,30073.173118769086,30051.930694157832,30064.765177450445,24.238396841653135
1751334000000,30064.765177450445,30071.686231410313,30042.384165248364,30056.76477469311,79.51717921566011
1751334300000,30056.76477469311,30115.146691585636,30076.20040093574,30097.122804262395,51.79332377299239
1751334600000,30097.122804262395,30099.320559629487,30072.595678520833,30092.796012261457,31.48491296368575
1751334900000,30092.796012261457,30065.7567989424,30054.743825719575,30060.422347047064,33.065311975871566
1751335200000,30060.422347047064,30064.821690808112,30031.093603309724,30041.921471629692,133.05622048286352
1751335500000,30041.921471629692,30028.894917765647,29997.05680549851,30019.466767676913,190.57706411814445
1751335800000,30019.466767676913,29991.71518432691,29946.034380938276,29970.26056850762,55.58295718311383
1751336100000,29970.26056850762,29970.030301207116,29926.095245164735,29947.105560638087,72.09085204706591
1751336400000,29947.105560638087,29975.866108312563,29951.964716912124,29966.914997405624,153.39754196510725
1751336700000,29966.914997405624,29982.299598875758,29943.98919545386,29967.689186235977,55.20150481458193
1751337000000,29967.689186235977,29987.064036566757,29948.58969849298,29973.04852082003,38.29177370846456
1751337300000,29973.04852082003,30018.872537773866,29986.797159943497,30002.774764798523,122.09237990643895
1751337600000,30002.774764798523,29993.35041937863,29964.360260797526,29981.978384630293,58.014275205482996
1751337900000,29981.978384630293,30005.304887659036,29983.397070357158,29994.520299333617,87.6936803924168
1751338200000,29994.520299333617,30029.853379631895,29996.685611494562,30006.358369151676,162.41100886182394
1751338500000,30006.358369151676,30057.33366894099,30017.61957075487,30039.61956752862,109.50271289657718
1751338800000,30039.61956752862,30073.11615795127,30035.17448934843,30050.714193501157,68.72327987951977
1751339100000,30050.714193501157,30067.910368149063,30041.511086475337,30050.820200421997,133.60714304692553
1751339400000,30050.820200421997,30085.527102766606,30053.752590617576,30061.931659391532,110.85640797043108
1751339700000,30061.931659391532,30087.693479765876,30058.54845744613,30067.47464510246,37.071504393138895
1751340000000,30067.47464510246,30096.074342677395,30064.638347939526,30081.556942567302,171.0938700323818
1751340300000,30081.556942567302,30052.24762411591,30026.91938644506,30047.126257716787,127.06319174794298
1751340600000,30047.126257716787,30022.109809617796,30005.03616981644,30010.15847714522,48.554379203207056
